id,region,area_by_m2,width_of_facade,width_of_road,is_legal,price
04216,Đạ Huoai,214,11,9,1,6.67
04217,Bảo Lâm,244,15,11,0,8.46
04218,Đức Trọng,86,5,12,1,8.81
04219,Di Linh,228,12,11,0,13.19
04220,Lâm Hà,125,9,6,1,14.1
04221,Lạc Dương,204,12,14,0,1.81
04222,Bảo Lộc,201,9,14,0,6.19
04223,Bảo Lâm,92,6,8,1,9.62
04224,Đạ Tẻh,153,8,12,0,10.76
04225,Di Linh,152,9,15,1,8.42
04226,Đam Rông,218,14,15,1,13.05
04227,Bảo Lâm,242,13,8,1,11.34
04228,Đà Lạt,209,12,10,1,8.92
04229,Đơn Dương,144,10,7,0,7.46
04230,Di Linh,208,12,7,0,5.28
04231,Đạ Huoai,240,7,6,0,12.8
04232,Bảo Lâm,248,7,7,0,0.89
04233,Lạc Dương,175,5,8,0,4.06
04234,Bảo Lâm,74,8,11,1,8.48
04235,Đạ Huoai,113,12,9,1,1.42
04236,Bảo Lâm,155,7,14,0,1.38
04237,Lạc Dương,182,14,11,0,11.76
04238,Đạ Tẻh,167,14,5,0,12.87
04239,Cát Tiên,85,9,9,1,5.53
04240,Đạ Tẻh,246,6,14,1,11.87
04241,Lâm Hà,169,15,8,0,10.7
04242,Đam Rông,86,6,5,0,6.33
04243,Di Linh,206,13,14,0,13.46
04244,Đà Lạt,186,12,14,1,14.62
04245,Lạc Dương,178,15,12,0,5.86
04246,Di Linh,207,14,12,0,14.3
04247,Bảo Lâm,115,9,9,1,3.89
04248,Di Linh,208,8,15,0,13.46
04249,Bảo Lâm,186,14,7,0,14.73
04250,Đức Trọng,64,6,5,0,12.19
04251,Đạ Tẻh,147,10,11,0,13.48
04252,Đà Lạt,78,10,9,1,3.8
04253,Đạ Tẻh,195,11,15,0,6.79
04254,Đạ Tẻh,227,6,5,0,5.41
04255,Đơn Dương,201,13,5,0,9.9
04256,Bảo Lộc,186,9,6,1,2.97
04257,Di Linh,132,10,12,0,10.48
04258,Cát Tiên,165,15,10,1,6.62
04259,Đà Lạt,155,12,15,0,9.94
04260,Lâm Hà,181,15,10,0,11.9
04261,Đà Lạt,140,13,5,0,2.79
04262,Đạ Tẻh,214,10,15,0,11.31
04263,Đà Lạt,130,6,7,1,14.88
04264,Đức Trọng,228,13,15,1,5.34
04265,Lâm Hà,82,13,5,1,1.68
04266,Đà Lạt,184,7,12,1,11.1
04267,Đơn Dương,69,7,13,1,1.94
04268,Đơn Dương,214,9,14,0,11.75
04269,Đơn Dương,187,9,6,1,0.92
04270,Bảo Lộc,163,12,10,1,10.87
04271,Đạ Tẻh,99,11,9,0,1.29
04272,Di Linh,157,8,12,1,14.95
04273,Cát Tiên,167,14,7,1,10.1
04274,Lâm Hà,169,12,5,1,14.81
04275,Lạc Dương,191,15,7,0,3.6
04276,Bảo Lộc,227,10,15,0,10.56
04277,Bảo Lâm,52,11,8,1,8.78
04278,Đam Rông,101,5,10,0,7.3
04279,Di Linh,70,8,5,0,2.7
04280,Bảo Lộc,213,5,11,1,12.29
04281,Di Linh,140,15,15,1,9.33
04282,Đạ Tẻh,124,6,6,1,7.12
04283,Lâm Hà,240,10,8,0,11.06
04284,Bảo Lộc,133,14,14,1,9.03
04285,Cát Tiên,201,7,14,0,3.86
04286,Đức Trọng,221,9,10,1,11.29
04287,Đạ Huoai,231,12,11,0,5.21
04288,Đạ Tẻh,94,11,8,1,4.98
04289,Bảo Lộc,181,5,7,0,6.46
04290,Đức Trọng,143,13,12,0,6.81
04291,Đam Rông,62,5,12,0,11.34
04292,Bảo Lộc,110,11,13,0,14.69
04293,Đam Rông,133,14,5,0,7.41
04294,Đạ Tẻh,98,9,11,1,13.77
04295,Đạ Huoai,57,15,11,0,2.8
04296,Bảo Lâm,59,14,12,0,6.66
04297,Đam Rông,180,15,10,1,4.3
04298,Lạc Dương,111,15,15,0,10.37
04299,Đà Lạt,118,8,13,1,11.59
04300,Di Linh,152,6,13,0,3.93
04301,Đà Lạt,115,7,9,1,11.59
04302,Đạ Tẻh,112,6,7,1,3.78
04303,Lạc Dương,146,15,5,1,10.94
04304,Đam Rông,198,12,10,0,14.6
04305,Lâm Hà,185,9,5,1,11.93
04306,Đà Lạt,85,6,11,1,11.12
04307,Đạ Huoai,242,7,8,1,8.6
04308,Đạ Tẻh,162,9,6,1,8.87
04309,Đạ Tẻh,99,12,14,0,0.93
04310,Đà Lạt,169,10,12,0,2.8
04311,Đơn Dương,213,13,13,0,8.0
04312,Đạ Tẻh,227,12,11,1,1.67
04313,Đơn Dương,159,14,12,1,13.21
04314,Bảo Lâm,152,11,13,0,9.33
04315,Đà Lạt,142,10,15,1,14.94
04316,Lâm Hà,120,13,13,1,9.6
04317,Đức Trọng,111,15,8,1,12.88
04318,Bảo Lâm,98,15,15,1,13.13
04319,Đà Lạt,169,10,12,1,6.93
04320,Đam Rông,53,13,14,0,9.85
04321,Đức Trọng,150,8,12,1,4.02
04322,Cát Tiên,208,12,10,1,4.75
04323,Di Linh,53,6,11,0,2.93
04324,Đà Lạt,244,6,11,0,11.78
04325,Đạ Huoai,152,15,11,1,5.45
04326,Cát Tiên,107,6,13,1,7.46
04327,Đơn Dương,207,10,5,1,11.84
04328,Đam Rông,197,6,13,1,12.06
04329,Lạc Dương,65,5,15,0,4.94
04330,Đạ Tẻh,71,6,11,0,12.07
04331,Bảo Lâm,147,11,12,0,14.94
04332,Bảo Lộc,175,13,6,1,12.81
04333,Lâm Hà,202,15,13,1,2.67
04334,Đạ Tẻh,105,11,15,1,5.44
04335,Đà Lạt,80,5,12,0,7.63
04336,Đức Trọng,224,10,7,1,9.58
04337,Lạc Dương,136,15,9,0,2.68
04338,Di Linh,170,7,13,0,1.54
04339,Đạ Tẻh,148,15,10,0,4.73
04340,Lạc Dương,143,5,11,0,12.04
04341,Di Linh,122,15,6,1,3.25
04342,Đam Rông,207,7,6,0,12.32
04343,Lạc Dương,117,7,8,0,11.64
04344,Bảo Lộc,130,7,5,1,7.2
04345,Đơn Dương,125,8,14,1,10.92
04346,Đạ Huoai,156,13,13,1,4.8
04347,Bảo Lộc,126,11,8,1,14.46
04348,Đạ Huoai,73,5,15,0,14.48
04349,Bảo Lâm,60,8,13,0,8.58
04350,Đam Rông,164,9,8,0,1.87
04351,Đạ Tẻh,120,6,7,1,5.61
04352,Lạc Dương,205,10,9,0,7.77
04353,Đạ Tẻh,149,7,10,0,9.83
04354,Cát Tiên,211,11,10,0,9.38
04355,Cát Tiên,141,7,10,0,8.87
04356,Bảo Lộc,141,14,13,1,9.2
04357,Đạ Huoai,167,7,5,1,9.1
04358,Đơn Dương,141,10,14,1,1.62
04359,Lạc Dương,242,12,8,0,6.88
04360,Lâm Hà,200,6,5,1,12.89
04361,Bảo Lâm,151,13,6,1,12.63
04362,Đạ Tẻh,122,15,7,0,4.57
04363,Di Linh,178,13,12,0,13.14
04364,Đạ Huoai,225,8,14,1,2.41
04365,Đơn Dương,217,12,9,1,6.04
04366,Bảo Lâm,205,7,7,1,3.6
04367,Cát Tiên,138,13,8,1,12.83
04368,Lâm Hà,178,13,11,1,1.51
04369,Lạc Dương,203,14,14,0,1.31
04370,Cát Tiên,119,11,8,1,1.28
04371,Đà Lạt,175,13,12,1,3.43
04372,Đơn Dương,56,14,6,1,7.29
04373,Di Linh,96,6,13,0,10.03
04374,Đam Rông,154,13,15,0,5.79
04375,Bảo Lộc,65,8,15,0,4.85
04376,Bảo Lộc,98,6,6,0,11.2
04377,Đức Trọng,108,8,14,0,12.37
04378,Bảo Lộc,173,15,11,0,3.32
04379,Đạ Tẻh,145,5,9,0,9.19
04380,Đam Rông,73,6,7,0,10.36
04381,Lạc Dương,71,9,13,1,8.15
04382,Đà Lạt,249,12,6,0,8.0
04383,Di Linh,169,7,11,0,8.9
04384,Đà Lạt,188,5,13,0,11.29
04385,Bảo Lâm,51,5,13,1,13.16
04386,Đạ Huoai,168,12,12,0,12.55
04387,Đạ Huoai,191,9,9,1,14.31
04388,Đà Lạt,163,13,11,0,12.91
04389,Đạ Huoai,58,8,15,1,7.02
04390,Bảo Lâm,110,8,15,1,10.33
04391,Cát Tiên,120,11,8,1,0.99
04392,Bảo Lộc,62,11,11,0,11.81
04393,Bảo Lâm,183,6,10,1,2.94
04394,Đơn Dương,138,14,14,0,0.91
04395,Đạ Tẻh,235,13,11,0,13.04
04396,Đạ Tẻh,213,6,7,1,7.61
04397,Lâm Hà,234,13,9,1,4.33
04398,Đam Rông,250,5,6,1,11.04
04399,Đam Rông,250,15,9,1,6.52
04400,Cát Tiên,108,7,11,1,6.6
04401,Bảo Lộc,114,15,8,1,12.07
04402,Đức Trọng,137,15,10,1,5.25
04403,Đơn Dương,149,6,10,1,2.26
04404,Bảo Lâm,104,11,14,1,14.04
04405,Lâm Hà,194,15,11,1,6.03
04406,Đạ Tẻh,63,14,6,1,9.2
04407,Đức Trọng,220,12,13,1,14.88
04408,Đam Rông,201,10,11,1,7.16
04409,Bảo Lâm,218,12,7,1,9.78
04410,Đà Lạt,242,5,13,1,12.12
04411,Cát Tiên,241,12,12,1,4.9
04412,Bảo Lâm,79,9,12,0,5.76
04413,Đà Lạt,85,8,13,0,1.14
04414,Lâm Hà,71,6,5,1,5.48
04415,Đà Lạt,115,9,8,0,3.39
04416,Lạc Dương,241,6,12,0,4.35
04417,Cát Tiên,171,7,11,0,6.77
04418,Cát Tiên,117,5,8,0,11.83
04419,Đạ Huoai,159,13,10,1,12.95
04420,Di Linh,133,12,8,1,3.86
04421,Di Linh,149,5,14,1,3.85
04422,Lâm Hà,53,13,13,1,5.92
04423,Đà Lạt,123,14,8,0,13.52
04424,Di Linh,138,12,5,1,7.14
04425,Bảo Lâm,156,9,9,0,13.88
04426,Đạ Huoai,98,13,15,1,8.99
04427,Cát Tiên,146,8,8,0,13.49
04428,Đà Lạt,172,7,15,1,10.64
04429,Lâm Hà,159,10,15,0,5.27
04430,Đức Trọng,127,7,15,1,11.1
04431,Đam Rông,209,11,11,0,1.72
04432,Đam Rông,174,5,13,0,7.12
04433,Đà Lạt,73,7,15,0,5.66
04434,Bảo Lâm,156,8,6,1,11.27
04435,Đà Lạt,238,14,10,1,1.47
04436,Bảo Lâm,127,15,9,1,13.93
04437,Đam Rông,82,8,5,0,3.29
04438,Đà Lạt,53,10,8,1,12.41
04439,Cát Tiên,177,15,7,0,9.16
04440,Bảo Lộc,234,9,11,1,2.91
04441,Lâm Hà,166,14,15,1,10.64
04442,Đạ Huoai,131,15,14,1,11.11
04443,Cát Tiên,117,14,11,0,14.43
04444,Bảo Lâm,69,15,10,1,11.07
04445,Đức Trọng,183,15,8,1,2.08
04446,Lạc Dương,231,15,12,1,14.55
04447,Lạc Dương,214,10,7,1,9.85
04448,Đà Lạt,122,14,12,1,2.71
04449,Đơn Dương,86,12,7,1,1.52
04450,Bảo Lâm,202,14,13,1,12.75
04451,Di Linh,109,10,15,1,12.22
04452,Đam Rông,123,15,11,0,1.07
04453,Lạc Dương,161,12,10,1,9.26
04454,Cát Tiên,55,5,8,1,13.06
04455,Di Linh,78,5,10,0,2.83
04456,Đạ Tẻh,241,7,13,1,7.18
04457,Bảo Lộc,58,12,11,0,2.13
04458,Lạc Dương,195,5,12,1,4.18
04459,Đà Lạt,241,15,12,1,2.19
04460,Đạ Huoai,55,8,7,1,6.18
04461,Đạ Tẻh,181,12,12,1,7.64
04462,Đức Trọng,170,8,15,1,4.36
04463,Đam Rông,178,8,11,1,8.48
04464,Lâm Hà,111,11,13,1,10.4
04465,Đơn Dương,146,5,9,0,4.04
04466,Đơn Dương,89,7,6,0,3.31
04467,Lạc Dương,107,6,11,0,10.02
04468,Đơn Dương,224,7,10,0,10.91
04469,Đam Rông,102,15,14,1,2.52
04470,Di Linh,241,6,12,1,11.3
04471,Đam Rông,177,15,10,0,6.07
04472,Lạc Dương,181,10,14,1,2.23
04473,Đức Trọng,106,8,10,1,5.64
04474,Lạc Dương,237,6,6,0,7.44
04475,Đam Rông,234,15,11,0,2.39
04476,Bảo Lộc,131,12,13,0,5.11
04477,Lâm Hà,55,15,6,1,8.94
04478,Đà Lạt,148,5,11,0,9.75
04479,Đạ Huoai,83,10,14,0,7.55
04480,Bảo Lâm,70,10,6,1,11.53
04481,Lạc Dương,209,8,9,1,10.53
04482,Bảo Lâm,80,11,15,1,9.39
04483,Đạ Tẻh,207,14,14,1,7.81
04484,Bảo Lâm,175,5,10,0,11.91
04485,Đam Rông,115,15,8,1,2.62
04486,Bảo Lộc,141,14,15,1,0.8
04487,Di Linh,209,6,8,0,1.9
04488,Đơn Dương,119,11,10,1,2.64
04489,Đơn Dương,76,5,9,1,5.79
04490,Đạ Huoai,220,9,10,1,13.91
04491,Bảo Lộc,200,6,8,0,5.01
04492,Lạc Dương,76,6,11,1,6.36
04493,Đà Lạt,148,12,14,0,10.39
04494,Cát Tiên,248,12,8,0,14.27
04495,Lạc Dương,173,8,5,1,7.27
04496,Đức Trọng,79,15,12,0,1.58
04497,Di Linh,222,6,6,1,12.36
04498,Lâm Hà,175,5,8,1,4.32
04499,Bảo Lộc,226,9,7,0,3.47
04500,Di Linh,52,8,11,1,11.28
04501,Đà Lạt,66,8,8,0,10.48
04502,Đức Trọng,86,12,14,0,12.16
04503,Đơn Dương,90,11,12,1,11.45
04504,Đức Trọng,173,12,8,0,3.34
04505,Lâm Hà,87,7,7,0,7.96
04506,Cát Tiên,185,10,15,1,6.89
04507,Đơn Dương,184,10,5,0,10.2
04508,Lạc Dương,61,5,5,0,4.47
04509,Đức Trọng,202,6,9,0,1.78
04510,Cát Tiên,57,8,11,1,5.63
04511,Đạ Tẻh,247,14,10,1,11.27
04512,Đà Lạt,107,6,10,1,3.75
04513,Bảo Lâm,178,13,12,1,2.85
04514,Di Linh,80,5,9,0,13.06
04515,Bảo Lộc,185,9,8,0,10.76
04516,Lạc Dương,111,9,10,0,9.82
04517,Lâm Hà,131,6,5,0,13.03
04518,Di Linh,82,10,9,1,1.54
04519,Đức Trọng,130,7,7,1,11.68
04520,Đam Rông,227,7,6,0,4.45
04521,Đơn Dương,108,10,11,1,14.52
04522,Đà Lạt,160,8,11,0,10.26
04523,Lâm Hà,93,13,14,0,14.69
04524,Đạ Tẻh,250,13,8,1,3.78
04525,Đơn Dương,97,11,6,1,10.77
04526,Bảo Lộc,51,11,14,1,2.99
04527,Bảo Lâm,121,13,10,1,7.47
04528,Bảo Lâm,149,14,14,1,10.76
04529,Đức Trọng,71,7,11,1,5.19
04530,Đơn Dương,131,12,8,1,5.71
04531,Đức Trọng,152,12,9,0,1.91
04532,Đà Lạt,79,12,14,1,1.67
04533,Đam Rông,108,12,12,0,14.16
04534,Bảo Lộc,173,11,7,0,4.99
04535,Bảo Lộc,88,6,11,0,6.03
04536,Đức Trọng,65,13,10,0,11.93
04537,Di Linh,81,13,15,1,3.47
04538,Cát Tiên,84,8,13,1,14.52
04539,Di Linh,95,11,9,1,12.19
04540,Di Linh,100,9,13,0,7.14
04541,Đạ Huoai,193,10,15,0,10.58
04542,Đam Rông,189,9,5,1,8.29
04543,Di Linh,165,14,13,0,5.27
04544,Đơn Dương,128,10,6,0,13.44
04545,Di Linh,172,10,12,1,1.87
04546,Đạ Huoai,89,14,11,1,7.03
04547,Đam Rông,108,5,15,1,1.71
04548,Lạc Dương,138,5,6,0,4.65
04549,Bảo Lộc,176,9,15,1,2.49
04550,Đạ Tẻh,159,6,8,1,5.65
04551,Đạ Tẻh,234,6,15,1,3.65
04552,Đà Lạt,97,13,9,1,12.35
04553,Bảo Lâm,191,7,7,0,1.45
04554,Đơn Dương,83,15,7,1,4.29
04555,Lạc Dương,98,8,10,0,7.72
04556,Đơn Dương,106,8,13,1,1.02
04557,Lạc Dương,108,5,14,1,9.97
04558,Bảo Lộc,206,9,6,0,5.67
04559,Đơn Dương,240,5,14,0,11.57
04560,Đơn Dương,54,14,9,1,5.38
04561,Đơn Dương,232,5,12,1,4.66
04562,Lâm Hà,146,8,13,1,5.8
04563,Đức Trọng,143,7,10,1,7.65
04564,Đà Lạt,133,15,14,0,14.56
04565,Lạc Dương,211,13,15,1,8.26
04566,Đạ Huoai,111,12,9,0,10.61
04567,Di Linh,171,14,9,0,2.74
04568,Lạc Dương,181,5,6,1,7.22
04569,Đam Rông,106,5,7,1,3.25
04570,Lâm Hà,199,12,13,0,12.98
04571,Đà Lạt,212,14,6,0,4.17
04572,Lạc Dương,163,15,7,0,12.17
04573,Đơn Dương,130,15,11,1,12.86
04574,Bảo Lộc,88,8,13,0,13.88
04575,Đạ Huoai,127,6,7,1,4.24
04576,Bảo Lộc,142,10,12,0,4.3
04577,Đạ Tẻh,185,5,9,0,4.06
04578,Bảo Lộc,202,13,7,1,12.06
04579,Đạ Huoai,155,7,13,0,9.19
04580,Đạ Tẻh,61,6,6,1,2.46
04581,Đạ Tẻh,156,10,6,0,11.76
04582,Đơn Dương,240,6,12,1,8.66
04583,Lâm Hà,82,12,13,1,5.26
04584,Bảo Lộc,132,5,12,0,1.09
04585,Đam Rông,115,12,6,0,14.29
04586,Đạ Huoai,129,10,11,0,3.21
04587,Đam Rông,104,6,13,0,13.0
04588,Đà Lạt,173,14,13,0,4.12
04589,Bảo Lộc,116,14,11,1,14.03
04590,Đam Rông,245,14,9,0,7.56
04591,Đạ Huoai,131,9,15,0,4.41
04592,Đà Lạt,142,11,11,1,4.92
04593,Lạc Dương,55,13,8,1,10.47
04594,Đam Rông,183,9,5,0,13.32
04595,Đạ Tẻh,150,13,14,1,14.27
04596,Lạc Dương,116,11,12,0,5.32
04597,Lạc Dương,87,9,13,0,5.03
04598,Cát Tiên,92,11,10,1,8.24
04599,Đơn Dương,99,5,8,0,1.41
04600,Bảo Lâm,182,7,9,1,14.06
04601,Đà Lạt,90,10,7,0,5.46
04602,Bảo Lâm,149,11,11,0,3.49
04603,Đam Rông,68,8,8,1,13.32
04604,Bảo Lộc,107,9,6,1,0.94
04605,Đam Rông,237,6,7,1,9.8
04606,Di Linh,167,5,15,0,13.37
04607,Lâm Hà,143,9,7,0,13.21
04608,Bảo Lâm,213,7,9,1,2.16
04609,Lạc Dương,225,12,11,1,10.88
04610,Đơn Dương,117,5,8,1,1.25
04611,Đà Lạt,150,14,14,0,4.81
04612,Đạ Tẻh,207,8,5,1,8.98
04613,Đà Lạt,106,14,14,1,7.96
04614,Bảo Lâm,65,7,15,0,12.57
04615,Đam Rông,146,7,14,0,5.38
04616,Lâm Hà,217,5,9,0,2.37
04617,Đam Rông,180,13,14,0,8.61
04618,Cát Tiên,117,11,11,0,3.28
04619,Đam Rông,65,11,5,0,12.38
04620,Đà Lạt,95,11,5,0,10.97
04621,Bảo Lộc,173,14,10,0,7.73
04622,Lâm Hà,84,12,14,0,9.89
04623,Di Linh,156,13,7,0,6.65
04624,Bảo Lâm,56,15,13,0,5.83
04625,Đam Rông,235,5,5,0,10.93
04626,Di Linh,50,15,13,0,1.72
04627,Đam Rông,228,13,11,1,12.75
04628,Đà Lạt,196,11,14,0,2.56
04629,Đà Lạt,136,15,11,0,1.75
04630,Đam Rông,242,13,6,0,3.57
04631,Đạ Huoai,87,10,13,1,1.72
04632,Đạ Huoai,239,10,10,0,3.96
04633,Cát Tiên,173,6,9,1,7.9
04634,Đà Lạt,229,6,7,1,6.49
04635,Lâm Hà,182,8,15,0,4.24
04636,Lâm Hà,210,9,9,1,12.87
04637,Đơn Dương,71,6,8,1,10.73
04638,Đạ Huoai,130,5,14,0,9.35
04639,Bảo Lộc,213,12,14,0,1.6
04640,Di Linh,240,11,12,1,4.16
04641,Đạ Tẻh,188,9,8,1,7.09
04642,Di Linh,221,5,5,1,11.64
04643,Đà Lạt,73,11,15,1,8.53
04644,Bảo Lộc,73,9,6,0,11.14
04645,Di Linh,65,7,9,0,6.3
04646,Đạ Huoai,194,8,14,0,14.06
04647,Đạ Tẻh,89,7,5,0,1.93
04648,Đạ Huoai,166,14,7,1,13.59
04649,Di Linh,173,15,7,0,3.9
04650,Bảo Lâm,160,9,5,1,5.61
04651,Lạc Dương,111,13,9,0,13.52
04652,Lâm Hà,117,7,14,0,10.84
04653,Lâm Hà,110,10,6,0,14.32
04654,Đức Trọng,129,10,15,1,7.22
04655,Đạ Tẻh,70,10,8,1,12.74
04656,Đam Rông,139,13,11,1,10.06
04657,Bảo Lộc,239,12,13,0,1.33
04658,Đam Rông,57,7,9,0,2.86
04659,Đà Lạt,86,7,10,1,5.08
04660,Lâm Hà,163,5,11,0,13.82
04661,Bảo Lâm,166,5,15,0,9.26
04662,Bảo Lâm,157,9,8,0,2.23
04663,Đạ Tẻh,160,6,10,0,13.33
04664,Di Linh,89,9,10,0,12.94
04665,Bảo Lâm,65,13,5,1,14.81
04666,Bảo Lâm,152,14,8,0,10.43
04667,Bảo Lộc,145,8,13,0,8.53
04668,Đơn Dương,217,12,7,0,7.11
04669,Đam Rông,206,8,7,0,9.54
04670,Lạc Dương,113,9,6,1,7.0
04671,Bảo Lộc,148,5,5,0,13.2
04672,Cát Tiên,167,11,13,1,3.45
04673,Cát Tiên,165,11,8,0,7.94
04674,Lạc Dương,235,8,10,1,1.28
04675,Đơn Dương,137,7,11,1,2.44
04676,Đà Lạt,134,15,9,0,11.77
04677,Đức Trọng,75,14,5,1,0.88
04678,Đạ Tẻh,182,15,7,0,1.95
04679,Đạ Tẻh,81,8,11,1,2.76
04680,Bảo Lâm,51,11,8,0,4.67
04681,Đam Rông,170,14,15,1,1.78
04682,Đạ Huoai,121,9,5,0,11.67
04683,Đơn Dương,83,5,11,0,13.32
04684,Bảo Lâm,56,9,12,1,6.33
04685,Đạ Huoai,80,5,15,0,14.32
04686,Bảo Lộc,203,8,12,1,1.44
04687,Bảo Lộc,191,6,7,0,8.66
04688,Đơn Dương,80,10,12,0,2.84
04689,Lâm Hà,59,6,7,0,10.91
04690,Đam Rông,226,5,5,1,2.1
04691,Bảo Lâm,220,7,7,0,1.15
04692,Đạ Tẻh,117,8,13,0,10.55
04693,Lâm Hà,139,13,15,1,9.72
04694,Di Linh,121,11,15,1,3.21
04695,Lạc Dương,101,12,6,1,4.34
04696,Đam Rông,164,11,8,1,2.25
04697,Bảo Lộc,70,9,6,1,11.46
04698,Đà Lạt,75,9,14,1,12.56
04699,Bảo Lâm,108,14,11,0,14.47
04700,Đạ Tẻh,241,12,15,1,8.46
04701,Đà Lạt,233,6,9,0,7.77
04702,Bảo Lâm,101,5,15,1,4.12
04703,Bảo Lâm,59,10,8,0,12.53
04704,Đơn Dương,65,5,5,0,14.41
04705,Đà Lạt,165,13,7,0,11.73
04706,Đam Rông,189,6,13,1,13.64
04707,Cát Tiên,158,6,11,0,5.54
04708,Cát Tiên,84,9,14,0,1.03
04709,Lâm Hà,197,14,7,1,5.29
04710,Đà Lạt,84,9,7,0,4.09
04711,Đam Rông,166,15,15,1,10.92
04712,Đức Trọng,63,15,10,0,5.78
04713,Di Linh,156,13,8,1,1.38
04714,Di Linh,165,8,9,0,8.37
04715,Đạ Huoai,237,13,15,0,14.7
04716,Đức Trọng,71,13,15,1,12.56
04717,Đạ Tẻh,222,12,5,0,5.0
04718,Đạ Tẻh,109,10,14,1,11.46
04719,Đạ Tẻh,121,12,15,1,14.17
04720,Đức Trọng,121,6,9,1,9.96
04721,Bảo Lâm,65,12,12,1,11.48
04722,Đạ Tẻh,208,15,11,1,12.37
04723,Đam Rông,84,15,5,0,6.18
04724,Lạc Dương,108,7,5,0,4.51
04725,Đạ Tẻh,225,10,6,0,6.62
04726,Di Linh,226,6,14,1,6.32
04727,Đam Rông,111,11,10,0,7.63
04728,Đức Trọng,190,6,11,1,14.31
04729,Đức Trọng,111,12,14,0,11.96
04730,Bảo Lộc,178,7,11,1,8.73
04731,Đà Lạt,219,7,12,1,6.13
04732,Đạ Tẻh,97,8,8,1,4.85
04733,Đạ Huoai,161,13,6,1,12.06
04734,Đạ Tẻh,157,9,8,1,1.19
04735,Di Linh,87,12,11,1,14.45
04736,Đức Trọng,63,10,8,0,13.24
04737,Bảo Lâm,111,15,9,1,9.45
04738,Đà Lạt,131,6,13,1,14.55
04739,Cát Tiên,195,5,11,0,1.91
04740,Bảo Lộc,98,9,6,0,9.89
04741,Bảo Lộc,181,15,14,1,0.84
04742,Bảo Lâm,101,6,9,0,5.49
04743,Cát Tiên,164,11,15,0,7.82
04744,Lâm Hà,70,13,5,0,4.0
04745,Đức Trọng,100,12,15,1,14.21
04746,Di Linh,204,14,14,1,13.11
04747,Đà Lạt,130,13,15,0,3.69
04748,Đạ Huoai,250,11,9,1,10.15
04749,Lâm Hà,114,14,11,1,10.25
04750,Lạc Dương,56,10,15,0,13.96
04751,Đạ Huoai,122,6,9,0,12.22
04752,Đạ Huoai,87,13,10,1,3.84
04753,Bảo Lộc,109,14,10,0,8.29
04754,Lạc Dương,121,14,12,0,2.73
04755,Đam Rông,65,10,9,1,6.33
04756,Lâm Hà,123,7,10,1,14.95
04757,Di Linh,225,5,11,0,14.13
04758,Lạc Dương,133,5,12,1,11.34
04759,Cát Tiên,234,9,11,1,4.56
04760,Bảo Lâm,246,10,7,1,13.85
04761,Lâm Hà,158,15,13,1,8.44
04762,Đạ Tẻh,88,7,14,0,10.06
04763,Đức Trọng,95,5,8,1,7.03
04764,Đức Trọng,114,15,14,0,7.62
04765,Bảo Lộc,123,6,15,1,9.88
04766,Đạ Huoai,80,5,10,0,6.19
04767,Đạ Huoai,119,5,6,0,8.55
04768,Đam Rông,58,6,11,0,5.49
04769,Bảo Lâm,233,12,7,0,10.27
04770,Đà Lạt,241,5,13,1,4.45
04771,Lạc Dương,197,10,6,0,5.69
04772,Đà Lạt,237,5,11,0,5.74
04773,Lạc Dương,52,15,8,1,9.55
04774,Di Linh,134,5,15,1,5.65
04775,Đam Rông,144,5,12,1,12.02
04776,Cát Tiên,116,10,11,0,7.66
04777,Bảo Lâm,92,10,12,1,9.38
04778,Bảo Lộc,59,9,12,1,11.4
04779,Đà Lạt,152,6,6,0,3.73
04780,Đà Lạt,69,15,7,1,8.77
04781,Lạc Dương,213,8,15,0,5.82
04782,Đạ Huoai,123,11,12,1,5.3
04783,Lạc Dương,143,8,7,0,11.11
04784,Đam Rông,222,8,5,1,3.48
04785,Đà Lạt,188,5,13,0,11.67
04786,Cát Tiên,143,11,14,1,2.01
04787,Đạ Huoai,175,5,10,0,6.7
04788,Đạ Tẻh,207,11,9,1,6.39
04789,Bảo Lâm,84,7,6,0,14.37
04790,Di Linh,185,9,12,0,13.66
04791,Lạc Dương,141,5,7,1,12.81
04792,Di Linh,186,7,13,0,13.49
04793,Cát Tiên,57,15,14,1,12.57
04794,Đơn Dương,154,13,5,1,13.44
04795,Di Linh,163,9,7,0,12.74
04796,Bảo Lộc,170,12,5,1,3.97
04797,Đạ Tẻh,113,6,6,0,1.31
04798,Đạ Huoai,140,7,11,0,13.36
04799,Di Linh,90,7,9,0,3.53
04800,Đơn Dương,86,9,13,1,14.25
04801,Lâm Hà,152,10,7,0,10.33
04802,Lạc Dương,78,5,7,0,8.25
04803,Đạ Huoai,158,12,5,0,7.89
04804,Bảo Lâm,179,6,7,0,11.08
04805,Đạ Huoai,215,13,9,0,4.54
04806,Đà Lạt,221,6,8,1,7.79
04807,Đam Rông,189,10,10,1,5.12
04808,Lạc Dương,119,11,7,0,13.72
04809,Đạ Huoai,108,13,10,1,4.58
04810,Bảo Lâm,233,13,12,1,8.42
04811,Đạ Huoai,71,10,14,1,10.91
04812,Đam Rông,208,12,11,1,7.92
04813,Đam Rông,169,5,5,1,2.5
04814,Đức Trọng,64,5,5,1,1.13
04815,Đạ Tẻh,95,12,8,1,2.85
04816,Lạc Dương,59,12,13,0,1.55
04817,Đam Rông,177,5,15,0,11.65
